Word,Meaning,Type,Audio,Sentence,,,,
eclectic,selecting what seems best of various styles or ideas,noun,https://lex-audio.useremarkable.com/mp3/eclectic_us_1.mp3,Douglas is the king of jazz's current crop of eclectics: He's the kind of guy who shows up at a Jewish wedding with a tango band and proceeds to play Bjork covers.,0,wide,broad,extensive
elucidate,make clear and comprehensible,transitive verb,https://lex-audio.useremarkable.com/mp3/elucidate_us_1.mp3,work such as theirs will help to elucidate this matter,0,explain,make clear,make plain
eminent,standing above others in quality or position,adjective,https://lex-audio.useremarkable.com/mp3/eminent_us_1.mp3,one of the world's most eminent statisticians,0,illustrious,distinguished,renowned
ephemeral,lasting a very short time,noun,https://lex-audio.useremarkable.com/mp3/ephemeral_us_1.mp3,ephemerals avoid the periods of drought as seeds,0,transitory,transient ,short-living
fallacious,containing or based on incorrect reasoning,adjective,https://lex-audio.useremarkable.com/mp3/fallacious_us_1.mp3,fallacious arguments,0,erroneous,incorrect,untrue
forlorn,marked by or showing hopelessness,adjective,https://lex-audio.useremarkable.com/mp3/forlorn_us_1_rr.mp3,forlorn figures at bus stops,0,unhappy,sad,miserable
frustrate,"hinder or prevent, as an effort, plan, or desire",transitive verb,https://lex-audio.useremarkable.com/mp3/frustrate_us_1.mp3,his attempt to frustrate the merger,0,thwart,defeat,foil
guile,shrewdness as demonstrated by being skilled in deception,noun,https://lex-audio.useremarkable.com/mp3/guile_us_1.mp3,he used all his guile and guts to free himself from the muddle he was in,0,cunning,craftiness,craft
guileless,innocent and free of deceit,adjective,https://lex-audio.useremarkable.com/mp3/guileless_us_1.mp3,"his face, once so open and guileless",0,artless,ingenuous,open
haughty,having or showing arrogant superiority,adjective,https://lex-audio.useremarkable.com/mp3/haughty_us_1.mp3,a look of haughty disdain,0,proud,vain,arrogant
heretic,a person who holds unorthodox opinions in any field,noun,https://lex-audio.useremarkable.com/mp3/heretic_us_1.mp3,"It clearly would cover any incitement of hatred by the religious against its heretics, apostates, or members of other faiths.",0,dissident,dissenter,nonconformist
immutable,not subject or susceptible to change or variation,adjective,https://lex-audio.useremarkable.com/mp3/immutable_us_1.mp3,an immutable fact,0,unchangeable,fixed,set
incongruous,lacking in harmony or compatibility or appropriateness,adjective,https://lex-audio.useremarkable.com/mp3/incongruous_us_1.mp3,the duffel coat looked incongruous with the black dress she wore underneath,0,out of place,out of keeping,inappropriate
insidious,working or spreading in a hidden and usually injurious way,adjective,https://lex-audio.useremarkable.com/mp3/insidious_us_1.mp3,sexually transmitted diseases can be insidious and sometimes without symptoms,0,stealthy,subtle,surreptitious
itinerant,traveling from place to place to work,noun,https://lex-audio.useremarkable.com/mp3/itinerant_us_1.mp3,A party of itinerants travelling in around 24 vehicles arrived at the factory on Sunday evening.,0,traveller,wanderer,wayfarer
jingoism,fanatical patriotism,noun,https://lex-audio.useremarkable.com/mp3/jingoism_us_1.mp3,the popular jingoism that swept the lower–middle classes,0,chauvinism,irredentist,nationalistic
jubilant,full of high-spirited delight,adjective,https://lex-audio.useremarkable.com/mp3/jubilant_us_1.mp3,Mark Williams was jubilant after his title triumph ended his 26-month wait for a tournament win on home soil.,0,overjoyed,exultant,triumphant
juxtapose,place side by side,transitive verb,https://lex-audio.useremarkable.com/mp3/juxtapose_us_1_rr.mp3,black-and-white photos of slums were starkly juxtaposed with color images,0,contrast,compare,colligate
languid,lacking spirit or liveliness,adjective,https://lex-audio.useremarkable.com/mp3/languid_us_1.mp3,they turned with languid movements from back to front so as to tan evenly,0,relaxed,unhurried,languorous
magnanimous,noble and generous in spirit,adjective,https://lex-audio.useremarkable.com/mp3/magnanimous_us_1.mp3,she should be magnanimous in victory,0,generous,charitable,benevolent
mollify,cause to be more favorably inclined,transitive verb,https://lex-audio.useremarkable.com/mp3/mollify_us_1.mp3,nature reserves were set up around the power stations to mollify local conservationists,0,appease,placate,pacify
negligible,so small as to be meaningless; insignificant,adjective,https://lex-audio.useremarkable.com/mp3/negligible_us_1.mp3,sound could at last be recorded with incredible ease and at negligible cost,0,unimportant,minimal,measly
panache,distinctive and stylish elegance,noun,https://lex-audio.useremarkable.com/mp3/panache_us_1_rr.mp3,he entertained Palm Springs society with great panache,0,flamboyant confidence,flamboyance,confidence
precocious,characterized by exceptionally early development,adjective,https://lex-audio.useremarkable.com/mp3/precocious_us_1.mp3,"he was a precocious, solitary boy",0,advanced,old beyond one's years,forward
quotidian,found in the ordinary course of events,adjective,https://lex-audio.useremarkable.com/mp3/quotidian_us_1.mp3,the car sped noisily off through the quotidian traffic,0,daily,everyday,day-to-day
refractory,stubbornly resistant to authority or control,noun,https://lex-audio.useremarkable.com/mp3/refractory_us_1.mp3,his refractory pony,0,obstinate,stubborn,mulish
spurious,plausible but false,adjective,https://lex-audio.useremarkable.com/mp3/spurious_us_1.mp3,separating authentic and spurious claims,0,bogus,fake,not genuine
staunch,firm and dependable especially in loyalty,adjective,https://lex-audio.useremarkable.com/mp3/stanch_us_1.mp3,a staunch supporter of the antinuclear lobby,0,stalwart,loyal,faithful
subsume,contain or include,transitive verb,https://lex-audio.useremarkable.com/mp3/subsume_us_1.mp3,most of these phenomena can be subsumed under two broad categories,0,include,encompass,embrace
supplant,take the place or move into the position of,transitive verb,https://lex-audio.useremarkable.com/mp3/supplant_us_1.mp3,another discovery could supplant the original finding,0,replace,displace,supersede
tantamount,being essentially equal to something,adjective,https://lex-audio.useremarkable.com/mp3/tantamount_us_1.mp3,the resignations were tantamount to an admission of guilt,0,equivalent to,equal to,amounting to
tenacious,stubbornly unyielding,adjective,https://lex-audio.useremarkable.com/mp3/tenacious_us_1.mp3,a tenacious grip,0,firm,tight,fast
travesty,a composition that imitates or misrepresents a style,transitive verb,https://lex-audio.useremarkable.com/mp3/travesty_us_1.mp3,Michael has betrayed the family by travestying them in his plays,0,misrepresent,parody,caricature
treacherous,dangerously unstable and unpredictable,adjective,https://lex-audio.useremarkable.com/mp3/treacherous_us_1.mp3,a treacherous Gestapo agent,0,traitorous,disloyal,perfidious
vehemence,intensity or forcefulness of expression,noun,https://lex-audio.useremarkable.com/mp3/vehemence_us_3.mp3,they speak with starry vehemence about their project,0,passion,force,forcefulness
vilify,spread negative information about,transitive verb,https://lex-audio.useremarkable.com/mp3/vilify_us_1.mp3,he has been vilified in the press,0,disparage,denigrate,defame
rudimentary,being in the earliest stages of development,adjective,https://lex-audio.useremarkable.com/mp3/rudimentary_us_1.mp3,he received a rudimentary education,0,basic,elementary,introductory
unequivocal,admitting of no doubt or misunderstanding,adjective,https://lex-audio.useremarkable.com/mp3/unequivocal_us_1.mp3,an unequivocal answer,0,unambiguous,unmistakable,indisputable
denote,be a sign or indication of,transitive verb,https://lex-audio.useremarkable.com/mp3/denote_us_1.mp3,this mark denotes purity and quality,0,designate,indicate,be a sign of
